click_id,timestamp,user_id,ip_address,device_type,browser,operating_system,referrer_url,page_url,click_duration,scroll_depth,mouse_movement,keystrokes_detected,ad_position,click_frequency,time_since_last_click,device_ip_reputation,VPN_usage,proxy_usage,bot_likelihood_score,is_fraudulent
a460f1af-8dc1-469d-867d-4dbf2d6821d7,2025-01-26 22:45:59,c456f8d4-31de-45e3-87e7-6f2716c460af,179.173.104.118,Desktop,Opera,Linux,http://peters.org/,http://www.brown.biz/,3.88,95,82,43,Bottom,8,305,Good,0,0,0.75,0
bc83e959-9a44-4218-a191-a9bef1776e4b,2024-07-04 01:21:39,f75984f3-ff08-4060-904b-99586dea5028,64.23.169.253,Mobile,Opera,Linux,https://walters-barnes.info/,http://vargas-deleon.com/,1.8,79,156,17,Bottom,9,157,Good,0,1,0.81,1
abb4921f-e451-41f5-b034-2f38634e0237,2024-06-19 16:24:21,03568a70-c718-4b12-a3db-473ac264a21f,114.28.146.136,Desktop,Edge,macOS,http://king-miranda.net/,https://www.young-stone.com/,1.46,74,453,11,Side,7,88,Good,0,1,0.73,0
80c2bd6e-11da-4ea6-b462-48cf80647018,2024-05-14 12:19:04,864d771e-7cd1-46c3-8cae-b3658a4047fb,181.180.117.5,Desktop,Firefox,macOS,https://www.anderson.com/,https://www.hansen.com/,2.72,21,108,30,Bottom,8,228,Good,0,0,0.49,0
05a6f7ac-83b1-4966-8faa-14de825763bf,2024-08-04 11:13:42,fc8b13c6-bb36-4cca-bc7e-b6b0a33c4385,108.220.13.237,Tablet,Chrome,iOS,http://www.mitchell-barrett.org/,https://bradley.biz/,3.38,35,177,38,Bottom,4,365,Good,0,0,0.28,0
aa84a52f-4834-483b-862e-e84d233f7a14,2024-12-14 08:49:57,6eb4a749-52e4-4d5b-a89b-5662b2111f91,6.9.84.31,Desktop,Firefox,Windows,https://www.tran.com/,http://www.west.com/,2.32,22,249,4,Side,8,266,Good,0,0,0.44,0
3371c270-aa44-44ce-a385-004733798cfd,2024-06-02 14:43:07,c2b1fc93-3c7a-4910-8178-d686068d5b42,149.117.34.55,Tablet,Opera,iOS,https://www.moore.com/,https://www.ewing.net/,1.16,62,494,43,Side,3,84,Good,0,0,0.01,0
6c1c9d6a-1cd5-4d67-97ac-fdec5a57372e,2024-08-09 18:41:53,88b1ad66-0c8e-415f-9512-928f9402211a,51.222.237.95,Mobile,Firefox,iOS,https://garcia-stanley.info/,https://howell-miller.com/,0.95,25,252,40,Top,1,212,Good,0,0,0.6,0
4cd69960-186e-476d-acc2-b3b81d94e619,2025-01-03 08:15:07,d266d37f-307a-453c-813d-c70f8d9d0fae,124.250.252.33,Desktop,Edge,Android,http://sanders.com/,https://www.leon.com/,2.95,59,54,28,Top,8,218,Good,0,0,0.07,0
5f38b44d-d43d-4754-8799-cb6561021729,2024-12-19 07:11:14,670a1d3c-4deb-4452-ae31-83c373c77868,37.255.109.131,Tablet,Chrome,Linux,https://bennett.biz/,http://holmes-nelson.net/,1.46,94,154,42,Bottom,6,151,Suspicious,0,0,0.15,0
d985d6ef-b280-40bb-9a55-5a5c574e0993,2024-07-22 08:35:01,59b1df8c-ab5f-470d-920b-65cc1d05ef0b,220.179.191.131,Tablet,Edge,Linux,http://www.mayer.com/,https://miller.com/,2.44,92,390,35,Top,9,140,Good,0,0,0.63,0
38fce030-a4b8-465f-8346-f6cb3ca4d3c4,2024-06-25 17:17:20,3d0b10d0-6ccf-4c14-b342-e7e7c3eada3d,92.237.14.232,Mobile,Chrome,Linux,http://smith-richardson.com/,https://www.duncan-rose.com/,4.42,4,90,13,Bottom,3,55,Good,0,0,0.01,0
84789226-c031-4b05-834c-bb37396220d2,2024-08-06 00:40:50,e1e0c367-2977-42ce-8d12-808730b6f94e,210.78.189.129,Desktop,Opera,Windows,https://johnson.com/,http://www.smith-adams.info/,4.95,53,338,43,Side,8,141,Good,0,0,0.57,0
026cba7f-8243-4786-b2ae-c46e836e6153,2024-05-08 11:35:31,8d4dc208-6fe2-4838-9c7d-9cc680b7ab98,195.17.96.148,Desktop,Chrome,Android,http://www.baker.com/,https://www.jones-rowe.info/,0.65,37,125,17,Side,9,74,Good,0,0,0.64,0
44dcdf2d-0bb6-49da-90b7-9cffd2d65bb7,2024-11-06 09:58:12,ab6cd969-78c5-4d45-8f60-f2cf08c0c5d3,202.138.190.247,Tablet,Chrome,Android,http://cummings.com/,http://www.irwin-davis.org/,0.42,61,336,6,Bottom,9,135,Good,0,0,0.79,1
020927af-88c5-4a62-96d3-fcd404fa7e99,2024-07-17 18:37:33,fee11282-ef21-4e16-a3bc-1ec78efa044f,39.223.69.146,Desktop,Chrome,Linux,https://www.johnson-flores.com/,http://malone.com/,0.61,24,168,22,Top,7,26,Good,0,0,0.07,0
2eb16ba3-7fe2-4554-aa55-690e7bf49d6a,2025-01-29 16:05:15,3e7b81aa-9c03-4aee-b7a1-244b56473756,64.173.121.31,Tablet,Firefox,iOS,https://www.kennedy.com/,http://parsons.info/,2.78,97,138,32,Top,3,488,Good,0,0,0,0
8f9b5b28-4f85-4702-975e-a50b290240b6,2024-04-18 18:01:22,3eae8fe5-7560-4a9a-8089-2c1251d4ee63,36.93.182.121,Desktop,Firefox,Windows,http://www.lawrence-davis.biz/,https://wright.org/,0.92,11,4,44,Top,3,435,Suspicious,0,0,0.77,1
bc28fcf9-815f-412d-9237-f424db90f003,2024-06-04 02:13:57,544f9a39-4a53-4dea-b2c5-75b1e5a30305,61.195.86.53,Tablet,Opera,iOS,http://silva.com/,http://nguyen.org/,0.38,21,65,15,Bottom,2,581,Good,0,0,0.29,0
f4b119ec-4dd5-45cc-a67d-56bd08cb653b,2024-06-17 15:03:43,70222496-f3f0-4d50-bd12-da91554ea016,128.153.179.100,Desktop,Chrome,macOS,http://www.smith.info/,https://brown.biz/,0.21,8,110,36,Top,1,62,Good,0,0,0.89,1
491b8793-fa98-4391-ba1f-107dbf67e60f,2024-11-23 11:56:20,0364a460-2d94-46b1-bf15-7fb396e3c326,112.28.159.137,Mobile,Safari,Android,https://duncan-walsh.com/,http://www.rubio.com/,0.79,83,183,24,Side,2,200,Good,0,0,0.18,0
1e63b1bd-89e7-41ec-8a9f-ae9392ced8da,2025-02-01 21:49:25,67941299-2e26-42aa-8860-5875b7b881ed,34.124.107.72,Desktop,Opera,Android,http://www.clark-stephens.com/,https://cox.com/,0.29,28,267,8,Side,5,490,Good,0,0,0.59,0
53460146-ea44-4761-88ea-bbee4bec14ee,2024-09-09 12:32:53,8b2f78b7-3924-4691-8330-d6bf6c95234d,150.149.33.160,Desktop,Chrome,iOS,http://www.espinoza-stevens.net/,https://www.taylor-hale.com/,0.34,43,169,27,Side,1,493,Good,0,0,0.11,0
7377451b-f14f-40d7-9469-77c82c1fab63,2025-01-23 20:43:58,218e723a-a3ea-49c8-866a-5921f8b3bd01,181.111.190.53,Mobile,Chrome,Windows,http://day.info/,https://dalton.info/,2.3,92,361,8,Side,4,468,Good,0,0,0.4,0
7fbdb28d-494e-4bdd-86cd-4f92eb5f0586,2025-02-03 20:21:27,99458b12-85dd-4781-a35f-b85d80511f36,146.203.250.133,Desktop,Firefox,Android,http://lee-murphy.com/,https://www.cunningham.com/,0.04,26,243,11,Side,1,116,Good,0,0,0.88,1
635ace45-6033-4745-b7c7-d9561d452df0,2024-06-16 20:56:11,c43dbc8c-792e-4885-b39f-5686863e022e,210.250.60.41,Mobile,Opera,iOS,http://www.dickerson.info/,http://www.wilson-martin.com/,0.25,54,330,17,Side,8,371,Good,0,0,0.61,0
fc046554-9393-43c2-9d8d-a2ebd1d3b0ac,2024-12-17 20:26:07,4edae1fa-7805-448d-a489-406dd7c6d78f,213.59.111.66,Desktop,Chrome,Windows,http://www.hayden.biz/,http://hood.info/,3.72,80,137,26,Side,5,232,Good,0,0,0.69,0
5a065102-1b04-4eb3-9b2f-c2bf6d7c77a2,2024-10-23 18:50:53,de28f837-9114-46c6-9786-718f9f32ced7,18.132.98.197,Tablet,Chrome,iOS,http://taylor.biz/,http://davis-smith.com/,3.73,4,27,25,Side,4,448,Good,0,0,0.23,0
c132c5eb-79b7-4125-ba19-7230536f47e7,2024-12-02 07:48:27,6da0dece-bf6d-49d5-a906-33a9d44cbd7d,47.179.208.43,Tablet,Opera,Windows,https://espinoza-hernandez.com/,https://walters-thomas.com/,0.8,51,6,25,Side,3,214,Good,0,0,0.92,1
73ef0b74-3fa9-48f4-845e-8f906491ce03,2024-04-03 20:10:48,bd70269f-90ed-43ef-9a3c-e14d8cc876c5,182.25.94.193,Desktop,Safari,Linux,http://www.brennan-whitehead.biz/,http://www.thornton.info/,0.18,12,397,9,Bottom,9,208,Good,1,0,0.62,0
f8c87d0c-fb04-4d61-898f-d4587da5ec0d,2024-04-03 06:11:43,bdf4d8fc-1cf1-4a75-9253-a01349f2f40c,45.14.199.71,Desktop,Opera,Windows,http://www.key.com/,http://phelps.org/,2.44,41,332,16,Bottom,6,102,Good,0,0,0.11,0
801f52ae-a73f-4ead-983a-45fcb3197b8a,2024-02-28 01:35:27,578fce91-82ab-44e2-8cb2-6110ed02ec22,211.31.51.227,Desktop,Opera,macOS,http://www.jackson-smith.com/,http://www.kirby.info/,0.89,14,452,31,Side,1,10,Good,0,0,0.02,0
ff5a3608-3231-4640-8b20-fe374afe4027,2024-06-10 17:58:21,8125bba5-6ff8-4109-96c4-add898b641f3,166.58.35.254,Tablet,Safari,Linux,https://dodson-jones.biz/,https://www.mack.org/,0.09,78,316,23,Side,8,473,Suspicious,0,1,0.02,0
dbf0a11f-4eff-4d68-b48c-2f9c7ac88e5e,2024-07-20 14:49:46,8dae6ff1-e405-4b1e-b442-a477d94c4784,74.215.5.246,Desktop,Opera,iOS,https://scott.info/,https://www.craig.net/,0.34,17,50,42,Side,2,123,Suspicious,0,0,0.05,0
26b5398c-7b04-4a4a-8b7d-77e050e00327,2025-01-15 22:05:23,6a280e65-f4d7-4e63-8d45-a8047d11aba4,23.252.247.38,Tablet,Chrome,Linux,http://jordan-bailey.info/,https://rodriguez.net/,0.3,49,425,47,Top,9,4,Good,0,0,0.91,1
e94cb015-11f0-4b79-89fe-d0c984b11387,2024-06-20 13:07:28,d1f6c177-7228-4c69-9c1c-ecb2d3392a61,70.189.241.228,Mobile,Opera,Linux,https://lloyd-miller.info/,http://www.kent-simmons.info/,1.78,1,135,7,Bottom,7,467,Good,0,1,0.36,0
7aed9875-2254-460d-965e-9e33d0fcb702,2024-06-18 16:49:23,8f19e378-0655-476b-96a1-9e6c95f2ecb4,211.166.64.127,Tablet,Safari,iOS,https://www.duffy.com/,http://martin-garcia.com/,4.57,86,177,29,Side,3,259,Good,0,0,0.3,0
972f5266-3e99-4475-9525-5ae7466a70ae,2024-12-25 15:24:45,42401f00-fe3c-42b2-80a9-8aa3b126a41c,112.154.57.133,Tablet,Edge,iOS,http://www.stewart-ward.com/,http://pittman-holmes.com/,3.15,12,128,25,Bottom,4,287,Good,0,0,0.42,0
4d45895a-cd5d-456a-bf20-a05ba56baa8b,2024-05-17 15:48:10,e80b144b-39bd-408c-a8a0-4933cee09880,220.97.29.211,Mobile,Opera,macOS,https://jacobs-wiley.net/,http://www.porter-henson.com/,1.58,67,196,23,Side,3,31,Good,0,0,0.41,0
401508fe-5766-4573-8230-45293dd7ed5d,2024-05-03 19:00:41,30a27fb6-5a00-4623-bd1c-6b00a4a84f1f,173.228.155.37,Tablet,Firefox,iOS,http://www.shields-wise.net/,http://www.sawyer.com/,1.1,46,266,26,Top,6,521,Good,1,0,0.24,0
4e9804a9-b78d-4fa9-afe9-308e29b022d3,2024-11-05 19:02:53,47738d2d-5791-4940-94a7-8316067f759b,138.159.151.246,Desktop,Chrome,Android,http://gutierrez.com/,https://www.jones.com/,1.93,88,499,14,Side,9,124,Good,1,0,0.09,0
04d113ba-429e-49e8-8a7c-8c16ba794c7e,2024-12-24 13:15:22,c2f2d8a9-b20d-45f5-86c8-13fdeb04c2b9,21.3.165.55,Desktop,Chrome,Android,https://hoffman-lopez.com/,https://www.stanton-turner.com/,1.17,74,106,27,Bottom,9,130,Good,0,0,0.11,0
a85b27c1-1952-4476-98ec-1d1b22eeb266,2024-04-27 11:07:19,a9144d72-ada1-48d5-adf9-fccd8200e165,157.105.230.122,Tablet,Firefox,macOS,http://smith-lopez.com/,https://young.com/,0.56,49,47,10,Bottom,1,516,Good,0,0,0.6,0
09d8bc6d-47ab-4489-9b14-91f51484f068,2025-02-16 08:36:21,43942d60-0e8b-42dd-9105-e370de416a6d,190.76.163.140,Desktop,Firefox,Windows,http://robles.net/,https://www.willis.net/,2.27,11,137,38,Bottom,6,480,Good,0,0,0.4,0
d70acaf4-1f46-4dbf-a79d-3572392d7545,2024-08-18 11:27:27,d53fb7f0-b9e2-4649-9c82-5b621a4cf9a5,59.212.184.80,Tablet,Opera,Windows,https://www.adams.com/,https://lynn.net/,4.13,12,398,1,Bottom,1,542,Good,0,0,0.9,1
c164b29d-0646-4507-bff4-73d07fbfd891,2024-02-23 14:56:01,f2029fff-66b8-4c1f-b272-33500f74cb02,196.62.41.63,Desktop,Firefox,Android,http://chambers.com/,http://www.ramos.com/,0.93,8,102,8,Side,4,77,Good,0,1,0.46,0
db20fd26-68c0-4348-ba3a-d8479cb2f05d,2024-06-06 19:32:53,cf3d3ab2-6fd3-4eb3-9752-e1ad505df8ed,45.175.248.147,Desktop,Edge,iOS,https://www.cook.info/,https://www.lane-wallace.com/,3.68,58,46,49,Top,7,183,Good,0,0,0.5,0
4a49a978-9fd2-47a3-bb4a-613067a58358,2024-10-24 03:31:51,6a7471f5-2e97-4cba-a43e-73b52fd514b6,147.49.211.222,Tablet,Safari,macOS,https://oconnor.org/,http://www.cain.com/,1.13,44,476,44,Top,4,366,Good,0,0,0.93,1
723e7142-8348-462e-8bdd-43e9c63923b5,2024-12-13 04:19:35,b79e2ce4-6d8f-4874-a3f4-958e25251d12,48.120.68.184,Desktop,Firefox,Windows,http://stark.com/,https://www.brown.com/,1.03,69,152,22,Side,9,292,Good,0,0,0.5,0
ea2c7aab-7a95-4dc4-80be-5a07925f4f49,2024-04-04 12:03:06,55219cdb-d34a-43f4-91cf-68abc2cf8126,109.173.129.62,Tablet,Firefox,Windows,https://jenkins-reynolds.com/,https://roman.org/,0.06,42,367,32,Side,5,389,Good,0,0,0.5,0
26c63b31-62c0-445d-82b3-492e342bcb14,2024-05-11 07:02:43,d432f369-b89e-4767-9c0e-55578e34b19b,41.56.193.174,Desktop,Edge,Linux,https://www.ruiz.org/,http://morgan.com/,2.38,73,5,18,Bottom,9,157,Good,0,0,0.36,0
d6e73bc2-21c6-493d-9bce-ac4b23dda74d,2024-11-01 15:24:09,6f425f94-02df-49c1-8152-e9f3c03e0428,210.220.154.30,Desktop,Chrome,Android,http://www.pace.info/,http://jennings-jones.org/,3.3,22,10,12,Side,1,100,Good,0,0,0.71,0
11fa467b-df6c-4ce2-ab30-f9d11e668608,2025-02-01 22:52:59,40204b82-e00d-49ef-95e9-1dd347dda5d3,26.111.218.47,Mobile,Chrome,iOS,https://www.cruz-hartman.org/,http://www.hudson.com/,2.18,78,16,13,Top,4,110,Good,0,1,0.39,0
c9ee0e85-8a6f-4622-a011-cf62ef7d982f,2024-07-19 16:01:02,8e446d21-c5ce-427d-ab9c-203621c7620a,85.213.2.75,Mobile,Opera,macOS,http://carrillo.com/,http://www.chambers-smith.com/,0.33,44,142,31,Side,7,270,Suspicious,0,0,0.59,0
695d3581-66c4-476a-aec3-3da030d7ee02,2024-10-21 10:28:08,03b6e2a7-4303-4a11-b9cf-96345ca57086,114.215.199.142,Tablet,Edge,Windows,https://www.patterson.info/,http://www.patel-jenkins.info/,0.22,22,271,48,Side,2,138,Good,0,0,0.45,0
0afe06fa-6241-42be-adb7-8c886f8c8f25,2024-09-13 15:19:26,5633da64-cb18-43d0-befa-1953dd364775,25.91.144.252,Mobile,Safari,Linux,https://www.jones.net/,http://tucker.com/,1.7,33,311,21,Top,9,64,Good,1,0,0.53,0
7741b621-5a62-4a36-b9eb-3238fa3f5acb,2024-04-30 02:20:56,a8c44eef-452c-454e-8aa4-bcf8ac9f1e6d,48.199.53.81,Tablet,Safari,Android,http://www.moreno.net/,http://willis.com/,1.03,15,65,19,Top,3,507,Good,0,0,0.83,1
8f8c07e3-795a-4c9f-a083-b2e192fabbff,2024-05-31 09:17:12,13e6d9e1-be8d-40fd-aa53-cfd66c8c2b81,16.37.163.144,Mobile,Edge,Android,https://harmon-ball.com/,https://collins-woodard.com/,1.12,62,419,32,Side,4,350,Good,0,1,0.41,0
2fb10668-9912-4a6f-a737-82eab89484bb,2024-11-21 02:46:39,b3910dbc-79e5-466a-9aa6-a53fbf7da016,64.197.148.175,Desktop,Safari,macOS,http://woodward-martin.biz/,https://www.torres.biz/,6.87,50,338,4,Bottom,4,147,Good,0,1,0.23,0
9a911cec-0671-4d09-8dae-e27448330031,2024-03-02 04:15:17,90ec90da-1048-4825-9077-6db8afffd3c9,186.146.223.194,Tablet,Chrome,Windows,http://lambert.info/,https://rodriguez.com/,2.57,31,421,19,Bottom,8,335,Suspicious,0,1,0.57,0
dfde3f4d-0100-41f5-a1d9-039056b616bb,2024-10-17 11:01:28,8a892854-366f-4d35-8c42-9f6e5fae71b3,70.42.12.56,Tablet,Safari,macOS,https://cruz.com/,https://jackson.org/,1.06,37,497,13,Bottom,2,532,Suspicious,0,0,0.94,1
164ddd78-9e92-490b-b2aa-ae880f20ebdb,2024-06-19 13:46:41,d5b02d89-d169-43cf-93d5-86ec01f6d62a,210.228.71.110,Desktop,Safari,macOS,https://evans.com/,https://www.pham.com/,0.04,55,468,26,Top,5,554,Suspicious,0,0,0.69,0
0f930db7-9384-4b7d-80be-da3e122d4c69,2024-07-17 04:46:14,48e992b5-5c3c-4b63-bec2-1d69da3ee41a,119.57.69.187,Tablet,Edge,Linux,https://www.smith.com/,https://www.arias.com/,0.07,68,330,25,Top,2,407,Good,0,0,0.31,0
a65e4653-703c-4ea8-8c75-189248771bf1,2024-04-10 03:43:42,b51cdbb0-c5e6-4b63-8b3c-1ccc372770e1,82.182.53.10,Tablet,Edge,Android,http://www.wall.com/,http://rodriguez.biz/,2.31,16,255,31,Bottom,6,344,Suspicious,0,1,0.96,1
128a8641-ac5a-458d-a5f2-7ad321255061,2024-06-18 14:35:22,d3aa957f-9c3c-484b-a75e-611f3e9b2551,66.74.254.84,Mobile,Safari,iOS,http://www.harris.com/,http://www.nichols.com/,3.64,85,488,29,Side,9,521,Suspicious,0,0,0.34,0
d5bb026a-ce87-4c87-a685-d287ae55fe45,2024-05-18 01:03:39,cb1bf28e-906c-4b3b-9fb8-1320e464d3aa,57.13.34.21,Tablet,Firefox,Android,https://kim-chan.biz/,https://www.tran-shaw.biz/,2.46,38,126,26,Side,9,591,Good,0,0,0.98,1
7acd9f96-bc4d-4d7d-8d61-5e7c2dc5ab43,2024-08-20 04:04:47,5874dfd6-19ca-4930-b9ac-d3535a04609e,182.112.69.249,Desktop,Edge,Android,http://www.nolan-ashley.net/,https://www.russell.net/,1.04,40,130,25,Side,1,136,Good,0,0,0.19,0
81f00a1c-4018-4567-9833-3b878602ff63,2024-10-03 05:27:08,03ccb49f-595c-4033-8db8-7316faee1eac,56.236.41.57,Mobile,Opera,Linux,https://www.lane.biz/,http://www.jones-mcintyre.com/,0.06,47,481,17,Top,4,39,Good,0,0,1,1
a72bec74-b348-4259-9d39-843110997c91,2024-07-14 03:43:49,3ecb2b6a-9047-4205-a7d7-81b99ea71c01,44.38.74.208,Mobile,Opera,iOS,http://www.henderson.com/,https://www.watts.com/,6.85,81,17,44,Top,4,320,Good,1,0,0.08,0
d7c69b64-df9a-44cb-95d7-2b08050fe381,2024-09-15 22:06:11,ca649b5e-be30-4866-b6e8-e8fe85b60262,45.201.251.107,Desktop,Chrome,Windows,https://neal-carrillo.net/,https://www.smith.net/,8.59,27,206,22,Bottom,1,287,Good,0,0,0.71,0
f2fbf8f3-93b6-4a85-9355-6a49de18b30f,2024-12-31 17:36:39,bc2d93c0-6506-40d3-9b95-39e58208279e,53.215.160.181,Desktop,Safari,iOS,http://www.osborn.biz/,https://www.hodges.biz/,1.59,76,88,43,Side,2,463,Suspicious,0,1,0.74,0
17010533-3b5e-49b2-9d5d-b789d5d24b11,2024-05-08 19:22:59,fa3cd194-40b4-403d-a400-360675a6eb31,22.164.88.118,Mobile,Firefox,Windows,http://perez.net/,https://www.jordan.net/,0.15,49,437,46,Top,6,352,Suspicious,1,0,0.68,0
8059e8c8-97eb-4258-96b5-c9b0471b8a68,2024-12-03 01:13:08,c69ee720-16a3-4fbc-ad6a-1eb99a7480a3,163.91.155.171,Tablet,Chrome,iOS,http://smith.com/,http://www.robinson.com/,1.56,0,497,23,Top,3,5,Suspicious,0,0,0.78,1
38214ee1-2a9c-4ecc-81e1-0a6df1285662,2024-03-29 04:11:01,f0946f6b-aaf1-40b1-9818-d6799ab6ab32,88.141.36.161,Mobile,Safari,macOS,https://www.ramos-hughes.net/,https://dominguez.com/,4.46,49,242,3,Bottom,9,236,Good,0,0,0.47,0
640d764f-e4e6-4704-9d96-593b71b6453b,2024-11-03 20:17:01,40c4dd33-32f0-4f3f-9dfc-2be8841e2327,77.244.128.40,Desktop,Edge,iOS,http://www.lee.info/,https://www.rice.org/,2.28,18,462,40,Side,3,236,Good,0,0,0.05,0
24de3c55-6bf3-4011-aa17-07ff762d5c1f,2024-09-29 12:32:55,a5039680-e307-4be8-a3ff-5ff6fb98b010,43.220.70.174,Mobile,Opera,Linux,https://www.jordan-cook.com/,https://villanueva.com/,2.55,97,349,2,Top,3,501,Good,0,0,0.36,0
f28784f2-f88f-46cd-9553-cef9af26ad92,2024-12-26 13:17:32,6f97b013-bbb5-4aaf-a101-f0c0360a0a15,168.28.147.132,Desktop,Firefox,Windows,https://www.russo.com/,https://www.nelson-roberts.com/,0.18,58,16,42,Top,9,105,Good,0,0,0.64,0
556917b7-4eeb-4fc5-bbf5-2a062324e39e,2025-01-14 21:16:19,578c60d0-f890-4979-9e75-245c73ce55c7,187.18.80.79,Mobile,Opera,Android,https://smith-johnson.com/,http://jimenez.net/,0.23,67,465,29,Top,3,207,Good,0,0,0.65,0
938854bf-a82c-429f-a192-394e357f4cae,2024-08-17 02:50:13,8760aeb6-14b3-4391-aa91-ee5e08fbac9a,122.207.148.252,Tablet,Edge,Linux,http://www.cummings.com/,http://www.holmes.com/,0.27,66,222,46,Top,6,239,Good,0,0,0.2,0
ceb5adb1-bd81-4d50-8496-695a9ab045c0,2024-11-07 12:39:54,e1c39ace-00dc-4b78-b943-470a57d57238,176.189.233.60,Mobile,Safari,Windows,http://www.gibson-rodriguez.org/,http://kennedy.com/,4.69,40,369,15,Side,6,52,Good,0,0,0.25,0
5b8a8fbe-1e91-4504-bd65-a2422c3b0de8,2024-06-07 14:26:20,f4859d7a-abc2-4f1b-8aff-e3703c352848,139.91.55.82,Mobile,Edge,Windows,https://sims.net/,https://www.baker-chan.com/,1.49,9,362,6,Bottom,1,108,Good,0,0,0.49,0
cae7ac78-f651-4d33-b157-b50bfb0e4056,2024-09-16 03:20:15,e5087386-16c5-4bcc-a8f0-63926c2da8f8,8.0.73.222,Desktop,Edge,Android,http://www.fields-gamble.com/,https://www.long.com/,3.14,27,209,38,Side,7,357,Good,0,0,0.73,0
9b3914ce-829b-427a-b885-07b715efd668,2024-03-31 20:28:14,fc2ee6da-2f72-4b0a-b43a-466ead53a088,90.84.178.249,Desktop,Opera,macOS,http://frazier.net/,http://stevens-bailey.org/,0.24,33,98,21,Bottom,9,33,Suspicious,0,0,0.85,1
7c588761-f9f5-408d-9d11-5eebba49ee28,2024-09-01 22:42:43,230edb59-35f0-495d-8fdf-0019f604b32b,97.22.187.13,Desktop,Firefox,Linux,http://www.howard-pearson.com/,https://www.howard-wall.com/,5.25,38,12,40,Top,9,22,Good,0,0,0.09,0
36347692-de7a-4eaf-842c-194fbc4c6091,2024-06-01 01:56:12,1ed4836e-7b48-4960-a58d-db2fc178799b,28.199.141.25,Mobile,Edge,Android,http://morse-green.com/,https://stein.com/,3.44,82,318,30,Side,9,307,Good,0,1,0.93,1
ffcbe378-446d-49d6-b0b3-5e6007d3cf58,2024-10-13 10:50:13,6ca6109c-5da4-4d49-90c5-d904e1c69fb4,167.123.4.45,Tablet,Opera,Android,http://www.warner.net/,https://sanford.com/,0.51,55,269,48,Bottom,2,11,Bad,0,0,0.93,1
f49acd80-503d-4c47-8054-0fa09b51df6c,2024-05-22 20:09:58,23c56d74-11b3-4d27-acdd-b5c70e8e90ca,147.234.215.127,Desktop,Firefox,macOS,http://oneal-rice.com/,http://www.herring.com/,4.15,51,186,12,Bottom,1,442,Good,0,0,0.01,0
567c5f88-9cb3-4a75-98ee-677d4edc8151,2024-03-04 14:59:35,b9822242-232a-4f8c-8a67-dbd9d582b29d,222.162.78.221,Desktop,Safari,Linux,http://moon.net/,https://www.brewer.com/,0.61,99,419,40,Top,6,562,Good,0,0,0.51,0
068726f5-fc98-414a-8317-cc8ae61c2e70,2024-06-06 19:54:09,dbdb1310-2082-42d6-b6fc-ce741e996c54,188.162.5.209,Mobile,Safari,Android,https://www.whitehead-johnson.com/,https://www.lambert.com/,0.46,2,273,40,Bottom,6,198,Good,0,0,0.59,0
7c84c228-edc4-4295-85c6-1f204fb5e477,2024-06-29 20:31:20,7297e302-ae19-40ab-8aa2-0e99649c0729,12.225.96.71,Desktop,Chrome,macOS,http://www.atkinson.net/,http://harvey.com/,0.61,22,132,28,Bottom,4,529,Good,0,0,0.55,0
d15e083e-a039-4c70-a1a9-6c7cb5b964bd,2024-12-19 23:17:06,0cc5c5ec-7d34-4256-bcf7-e2cc629bcdfc,105.198.34.113,Tablet,Opera,Linux,https://garcia.com/,http://www.martin.com/,4.81,16,13,27,Bottom,8,44,Good,0,1,0.62,0
c5cb61fd-c72f-47e9-a5b2-a0c858d446a8,2024-09-08 21:33:25,4b75fdb6-fb86-49b3-9e3b-bad3cd9c5496,130.174.60.148,Tablet,Firefox,iOS,http://pratt.com/,http://www.jimenez.com/,4.94,70,280,43,Top,5,185,Suspicious,0,0,0.5,0
171e04a2-fcc8-4478-839e-23c5e8aee33f,2024-11-03 14:31:08,0d744f1d-c59d-4640-80eb-770afab756c1,213.188.16.88,Desktop,Edge,Windows,https://www.hernandez.net/,https://sanchez.com/,0.8,25,43,18,Side,7,389,Good,0,0,0.29,0
0a52ff47-9e44-4000-aa62-e069674c4e70,2025-02-16 23:18:37,447badaf-102c-482f-8a11-2ef8273c11aa,192.71.50.43,Desktop,Safari,macOS,http://www.stewart.info/,http://wells-clark.biz/,2.44,17,376,22,Top,9,551,Good,0,0,0.1,0
3230c8ee-2513-4552-a0b2-3f3705e2ba0e,2024-08-10 22:41:12,ae30fb3c-d37d-4a8b-9c76-f0569f261550,160.84.146.173,Mobile,Firefox,Windows,https://www.ortiz-werner.biz/,http://www.miller.com/,2.25,45,294,46,Bottom,1,507,Good,0,0,0.21,0
731b39b0-1a0c-4864-9b3f-9cf8b2cf9d18,2025-02-09 11:31:29,c6d2e6c6-3ea3-4cce-beaa-b6289b95319e,24.120.134.113,Tablet,Opera,iOS,https://www.cox.com/,https://edwards-frazier.net/,3.29,69,395,49,Bottom,9,442,Good,0,0,0.74,0
15b94112-f6bb-4f80-8b99-4bd25b3d9cc5,2024-11-08 05:00:50,99bc45ca-666d-44b2-ac33-0d2bced5ab47,65.35.32.203,Tablet,Chrome,Android,https://www.russell-kaufman.info/,http://www.gray.org/,0.7,30,103,7,Side,4,496,Good,0,1,0.24,0
